date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:07%20GMT	https://demo.tailadmin.com/analytics.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/analytics.html	(from https://demo.tailadmin.com/)
16:36:07	167649/167649	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:07%20GMT	https://demo.tailadmin.com/analytics	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/analytics.html	(from https://demo.tailadmin.com/)
16:36:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:08%20GMT	https://demo.tailadmin.com/marketing.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/marketing.html	(from https://demo.tailadmin.com/)
16:36:09	161076/161076	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/marketing	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/marketing.html	(from https://demo.tailadmin.com/)
16:36:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/crm.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/crm.html	(from https://demo.tailadmin.com/)
16:36:09	185014/185014	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/crm	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/crm.html	(from https://demo.tailadmin.com/)
16:36:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/stocks.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/stocks.html	(from https://demo.tailadmin.com/)
16:36:09	207981/207981	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/stocks	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/stocks.html	(from https://demo.tailadmin.com/)
16:36:09	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:09%20GMT	https://demo.tailadmin.com/saas.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/saas.html	(from https://demo.tailadmin.com/)
16:36:10	176326/176326	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:10%20GMT	https://demo.tailadmin.com/saas	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/saas.html	(from https://demo.tailadmin.com/)
16:36:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:10%20GMT	https://demo.tailadmin.com/logistics.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/logistics.html	(from https://demo.tailadmin.com/)
16:36:10	194980/194980	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:10%20GMT	https://demo.tailadmin.com/logistics	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/logistics.html	(from https://demo.tailadmin.com/)
16:36:10	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:10%20GMT	https://demo.tailadmin.com/text-generator.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/text-generator.html	(from https://demo.tailadmin.com/)
16:36:11	182841/182841	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:11%20GMT	https://demo.tailadmin.com/text-generator	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/text-generator.html	(from https://demo.tailadmin.com/)
16:36:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:11%20GMT	https://demo.tailadmin.com/image-generator.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/image-generator.html	(from https://demo.tailadmin.com/)
16:36:11	177239/177239	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:11%20GMT	https://demo.tailadmin.com/image-generator	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/image-generator.html	(from https://demo.tailadmin.com/)
16:36:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:11%20GMT	https://demo.tailadmin.com/code-generator.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/code-generator.html	(from https://demo.tailadmin.com/)
16:36:12	175538/175538	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:12%20GMT	https://demo.tailadmin.com/code-generator	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/code-generator.html	(from https://demo.tailadmin.com/)
16:36:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:12%20GMT	https://demo.tailadmin.com/video-generator.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/video-generator.html	(from https://demo.tailadmin.com/)
16:36:12	173820/173820	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:12%20GMT	https://demo.tailadmin.com/video-generator	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/video-generator.html	(from https://demo.tailadmin.com/)
16:36:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:13%20GMT	https://demo.tailadmin.com/products-list.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/products-list.html	(from https://demo.tailadmin.com/)
16:36:13	162086/162086	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:13%20GMT	https://demo.tailadmin.com/products-list	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/products-list.html	(from https://demo.tailadmin.com/)
16:36:13	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:13%20GMT	https://demo.tailadmin.com/add-product.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/add-product.html	(from https://demo.tailadmin.com/)
16:36:14	155691/155691	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:14%20GMT	https://demo.tailadmin.com/add-product	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/add-product.html	(from https://demo.tailadmin.com/)
16:36:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:14%20GMT	https://demo.tailadmin.com/billing.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/billing.html	(from https://demo.tailadmin.com/)
16:36:14	197857/197857	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:14%20GMT	https://demo.tailadmin.com/billing	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/billing.html	(from https://demo.tailadmin.com/)
16:36:14	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:14%20GMT	https://demo.tailadmin.com/invoices.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/invoices.html	(from https://demo.tailadmin.com/)
16:36:15	166073/166073	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:14%20GMT	https://demo.tailadmin.com/invoices	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/invoices.html	(from https://demo.tailadmin.com/)
16:36:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:15%20GMT	https://demo.tailadmin.com/single-invoice.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/single-invoice.html	(from https://demo.tailadmin.com/)
16:36:15	137856/137856	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:15%20GMT	https://demo.tailadmin.com/single-invoice	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/single-invoice.html	(from https://demo.tailadmin.com/)
16:36:15	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:15%20GMT	https://demo.tailadmin.com/create-invoice.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/create-invoice.html	(from https://demo.tailadmin.com/)
16:36:16	181114/181114	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:16%20GMT	https://demo.tailadmin.com/create-invoice	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/create-invoice.html	(from https://demo.tailadmin.com/)
16:36:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:16%20GMT	https://demo.tailadmin.com/transactions.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/transactions.html	(from https://demo.tailadmin.com/)
16:36:16	157753/157753	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:16%20GMT	https://demo.tailadmin.com/transactions	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/transactions.html	(from https://demo.tailadmin.com/)
16:36:16	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:16%20GMT	https://demo.tailadmin.com/single-transaction.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/single-transaction.html	(from https://demo.tailadmin.com/)
16:36:17	154212/154212	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:17%20GMT	https://demo.tailadmin.com/single-transaction	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/single-transaction.html	(from https://demo.tailadmin.com/)
16:36:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:17%20GMT	https://demo.tailadmin.com/calendar.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/calendar.html	(from https://demo.tailadmin.com/)
16:36:17	140992/140992	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:17%20GMT	https://demo.tailadmin.com/calendar	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/calendar.html	(from https://demo.tailadmin.com/)
16:36:17	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:18%20GMT	https://demo.tailadmin.com/profile.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/profile.html	(from https://demo.tailadmin.com/)
16:36:18	163055/163055	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:18%20GMT	https://demo.tailadmin.com/profile	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/profile.html	(from https://demo.tailadmin.com/)
16:36:18	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:18%20GMT	https://demo.tailadmin.com/task-list.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/task-list.html	(from https://demo.tailadmin.com/)
16:36:21	255959/255959	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:21%20GMT	https://demo.tailadmin.com/task-list	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/task-list.html	(from https://demo.tailadmin.com/)
16:36:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:21%20GMT	https://demo.tailadmin.com/task-kanban.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/task-kanban.html	(from https://demo.tailadmin.com/)
16:36:21	214693/214693	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:21%20GMT	https://demo.tailadmin.com/task-kanban	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/task-kanban.html	(from https://demo.tailadmin.com/)
16:36:21	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:21%20GMT	https://demo.tailadmin.com/form-elements.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/form-elements.html	(from https://demo.tailadmin.com/)
16:36:23	205164/205164	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:23%20GMT	https://demo.tailadmin.com/form-elements	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/form-elements.html	(from https://demo.tailadmin.com/)
16:36:23	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:23%20GMT	https://demo.tailadmin.com/form-layout.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/form-layout.html	(from https://demo.tailadmin.com/)
16:36:24	178475/178475	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:24%20GMT	https://demo.tailadmin.com/form-layout	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/form-layout.html	(from https://demo.tailadmin.com/)
16:36:24	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:24%20GMT	https://demo.tailadmin.com/basic-tables.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/basic-tables.html	(from https://demo.tailadmin.com/)
16:36:25	228560/228560	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:25%20GMT	https://demo.tailadmin.com/basic-tables	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/basic-tables.html	(from https://demo.tailadmin.com/)
16:36:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:25%20GMT	https://demo.tailadmin.com/data-tables.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/data-tables.html	(from https://demo.tailadmin.com/)
16:36:25	231011/231011	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:25%20GMT	https://demo.tailadmin.com/data-tables	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/data-tables.html	(from https://demo.tailadmin.com/)
16:36:25	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:25%20GMT	https://demo.tailadmin.com/file-manager.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/file-manager.html	(from https://demo.tailadmin.com/)
16:36:27	200960/200960	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:27%20GMT	https://demo.tailadmin.com/file-manager	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/file-manager.html	(from https://demo.tailadmin.com/)
16:36:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:27%20GMT	https://demo.tailadmin.com/pricing-tables.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/pricing-tables.html	(from https://demo.tailadmin.com/)
16:36:27	177340/177340	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:27%20GMT	https://demo.tailadmin.com/pricing-tables	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/pricing-tables.html	(from https://demo.tailadmin.com/)
16:36:27	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:27%20GMT	https://demo.tailadmin.com/faq.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/faq.html	(from https://demo.tailadmin.com/)
16:36:29	162567/162567	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:29%20GMT	https://demo.tailadmin.com/faq	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/faq.html	(from https://demo.tailadmin.com/)
16:36:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:29%20GMT	https://demo.tailadmin.com/api-keys.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/api-keys.html	(from https://demo.tailadmin.com/)
16:36:29	178537/178537	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:29%20GMT	https://demo.tailadmin.com/api-keys	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/api-keys.html	(from https://demo.tailadmin.com/)
16:36:29	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:29%20GMT	https://demo.tailadmin.com/integrations.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/integrations.html	(from https://demo.tailadmin.com/)
16:36:30	244991/244991	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:30%20GMT	https://demo.tailadmin.com/integrations	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/integrations.html	(from https://demo.tailadmin.com/)
16:36:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:30%20GMT	https://demo.tailadmin.com/blank.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/blank.html	(from https://demo.tailadmin.com/)
16:36:31	127751/127751	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:31%20GMT	https://demo.tailadmin.com/blank	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/blank.html	(from https://demo.tailadmin.com/)
16:36:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:31%20GMT	https://demo.tailadmin.com/404.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/404.html	(from https://demo.tailadmin.com/)
16:36:31	5905/5905	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:31%20GMT	https://demo.tailadmin.com/404	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/404.html	(from https://demo.tailadmin.com/)
16:36:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:31%20GMT	https://demo.tailadmin.com/500.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/500.html	(from https://demo.tailadmin.com/)
16:36:32	5873/5873	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:32%20GMT	https://demo.tailadmin.com/500	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/500.html	(from https://demo.tailadmin.com/)
16:36:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:32%20GMT	https://demo.tailadmin.com/503.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/503.html	(from https://demo.tailadmin.com/)
16:36:32	5873/5873	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:32%20GMT	https://demo.tailadmin.com/503	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/503.html	(from https://demo.tailadmin.com/)
16:36:32	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:32%20GMT	https://demo.tailadmin.com/coming-soon.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/coming-soon.html	(from https://demo.tailadmin.com/)
16:36:33	17058/17058	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:33%20GMT	https://demo.tailadmin.com/coming-soon	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/coming-soon.html	(from https://demo.tailadmin.com/)
16:36:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:33%20GMT	https://demo.tailadmin.com/maintenance.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/maintenance.html	(from https://demo.tailadmin.com/)
16:36:33	6239/6239	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:33%20GMT	https://demo.tailadmin.com/maintenance	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/maintenance.html	(from https://demo.tailadmin.com/)
16:36:33	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:33%20GMT	https://demo.tailadmin.com/success.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/success.html	(from https://demo.tailadmin.com/)
16:36:34	6236/6236	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:34%20GMT	https://demo.tailadmin.com/success	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/success.html	(from https://demo.tailadmin.com/)
16:36:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:34%20GMT	https://demo.tailadmin.com/chat.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/chat.html	(from https://demo.tailadmin.com/)
16:36:34	163816/163816	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:34%20GMT	https://demo.tailadmin.com/chat	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/chat.html	(from https://demo.tailadmin.com/)
16:36:34	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:34%20GMT	https://demo.tailadmin.com/support-tickets.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/support-tickets.html	(from https://demo.tailadmin.com/)
16:36:35	161719/161719	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:35%20GMT	https://demo.tailadmin.com/support-tickets	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/support-tickets.html	(from https://demo.tailadmin.com/)
16:36:35	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:35%20GMT	https://demo.tailadmin.com/support-ticket-reply.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/support-ticket-reply.html	(from https://demo.tailadmin.com/)
16:36:36	150345/150345	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:36%20GMT	https://demo.tailadmin.com/support-ticket-reply	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/support-ticket-reply.html	(from https://demo.tailadmin.com/)
16:36:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:36%20GMT	https://demo.tailadmin.com/inbox.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/inbox.html	(from https://demo.tailadmin.com/)
16:36:36	176307/176307	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:36%20GMT	https://demo.tailadmin.com/inbox	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/inbox.html	(from https://demo.tailadmin.com/)
16:36:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:36%20GMT	https://demo.tailadmin.com/inbox-details.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/inbox-details.html	(from https://demo.tailadmin.com/)
16:36:37	172804/172804	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Jan%202026%2011:36:37%20GMT	https://demo.tailadmin.com/inbox-details	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/inbox-details.html	(from https://demo.tailadmin.com/)
16:36:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:37%20GMT	https://demo.tailadmin.com/line-chart.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/line-chart.html	(from https://demo.tailadmin.com/)
16:36:37	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2022%20Jan%202026%2011:36:37%20GMT	https://demo.tailadmin.com/bar-chart.html	C:/My%20Web%20Sites/tailwind%20dashboard/demo.tailadmin.com/bar-chart.html	(from https://demo.tailadmin.com/)
